Country, Variable, Unit, Symbol, "2020"
Türkiye, Not treated municipal wastewater, 10^9 m3/year, I, 0.81
Türkiye, Number of municipal wastewater treatment facilities, , I, 604
Türkiye, Produced municipal wastewater, 10^9 m3/year, , 5.81
Türkiye, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 251.77
Türkiye, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.38
Türkiye, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 83.31
Türkiye, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 13.75
Türkiye, SDG 6.4.2. Water Stress, %, E, 45.71
Türkiye, Total freshwater withdrawal, 10^9 m3/year, E, 61.53
Türkiye, Total water withdrawal, 10^9 m3/year, E, 62.21
Türkiye, Total water withdrawal per capita, m3/inhab/year, E, 737.58
Türkiye, Treated municipal wastewater, 10^9 m3/year, , 4.99
Türkiye, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 1.59
Türkiye, Water withdrawal for aquaculture, 10^9 m3/year, I, 7.7
Türkiye, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 0.08
Uganda, Agricultural water withdrawal, 10^9 m3/year, I, 0.26
Uganda, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.43
Uganda, Agricultural water withdrawal as % of total water withdrawal, %, I, 40.66
Uganda, Environmental Flow Requirements, 10^9 m3/year, I, 49.17
Uganda, Industrial water withdrawal, 10^9 m3/year, I, 0.05
Uganda, Industrial water withdrawal as % of total water withdrawal, %, I, 7.85
Uganda, Irrigation water requirement, 10^9 m3/year, I, 0.06
Uganda, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 1.06
Uganda, Municipal water withdrawal, 10^9 m3/year, I, 0.33
Uganda, Municipal water withdrawal as % of total withdrawal, %, I, 51.49
Uganda, Produced municipal wastewater, 10^9 m3/year, I, 0.04
Uganda, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 168.24
Uganda, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.04
Uganda, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 49.55
Uganda, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 38.74
Uganda, SDG 6.4.2. Water Stress, %, E, 5.83
Uganda, Total freshwater withdrawal, 10^9 m3/year, I, 0.64
Uganda, Total water withdrawal, 10^9 m3/year, I, 0.64
Uganda, Total water withdrawal per capita, m3/inhab/year, E, 13.93
Ukraine, Agricultural water withdrawal, 10^9 m3/year, , 3.06
Ukraine, Agricultural water withdrawal as % of total renewable water resources, %, E, 1.75
Ukraine, Agricultural water withdrawal as % of total water withdrawal, %, E, 30.99
Ukraine, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 7.19
Ukraine, Direct use of agricultural drainage water, 10^9 m3/year, I, 0.08
Ukraine, Direct use of treated municipal wastewater, 10^9 m3/year, , 0.01
Ukraine, Direct use of treated municipal wastewater, 10^9 m3/year, E, 0.01
Ukraine, Environmental Flow Requirements, 10^9 m3/year, I, 98.1
Ukraine, Fresh groundwater withdrawal, 10^9 m3/year, , 0.97
Ukraine, Fresh surface water withdrawal, 10^9 m3/year, , 8.49
Ukraine, Industrial water withdrawal, 10^9 m3/year, , 4.04
Ukraine, Industrial water withdrawal as % of total water withdrawal, %, E, 40.93
Ukraine, Irrigation water requirement, 10^9 m3/year, I, 0.83
Ukraine, Irrigation water withdrawal, 10^9 m3/year, , 2.67
Ukraine, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 5.4
Ukraine, Municipal water withdrawal, 10^9 m3/year, , 2.77
Ukraine, Municipal water withdrawal as % of total withdrawal, %, E, 28.06
Ukraine, Not treated municipal wastewater, 10^9 m3/year, I, 0.84
Ukraine, Produced municipal wastewater, 10^9 m3/year, , 1.47
Ukraine, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 4.25
Ukraine, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.1
Ukraine, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 20.84
Ukraine, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 7.62
Ukraine, SDG 6.4.2. Water Stress, %, E, 12.26
Ukraine, Total freshwater withdrawal, 10^9 m3/year, , 9.46
Ukraine, Total water withdrawal, 10^9 m3/year, , 9.87
Ukraine, Total water withdrawal per capita, m3/inhab/year, E, 225.68
Ukraine, Treated municipal wastewater, 10^9 m3/year, , 1.04
Ukraine, Water withdrawal for aquaculture, 10^9 m3/year, , 0.36
Ukraine, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 0.48
Ukraine, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, , 0.03
United Arab Emirates, Agricultural water withdrawal, 10^9 m3/year, , 2.32
United Arab Emirates, Agricultural water withdrawal as % of total renewable water resources, %, E, 1544.06
United Arab Emirates, Agricultural water withdrawal as % of total water withdrawal, %, E, 46.5
United Arab Emirates, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 17
United Arab Emirates, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 0.67
United Arab Emirates, Collected municipal wastewater, 10^9 m3/year, , 0.79
United Arab Emirates, Desalinated water produced, 10^9 m3/year, , 2.04
United Arab Emirates, Direct use of agricultural drainage water, 10^9 m3/year, I, 
United Arab Emirates, Direct use of treated municipal wastewater, 10^9 m3/year, , 0.56
United Arab Emirates, Direct use of treated municipal wastewater, 10^9 m3/year, E, 0.56
United Arab Emirates, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.55
United Arab Emirates, Fresh groundwater withdrawal, 10^9 m3/year, , 2.38
United Arab Emirates, Fresh surface water withdrawal, 10^9 m3/year, I, 
United Arab Emirates, Industrial water withdrawal, 10^9 m3/year, , 0.04
United Arab Emirates, Industrial water withdrawal as % of total water withdrawal, %, E, 0.74
United Arab Emirates, Irrigation water requirement, 10^9 m3/year, I, 1.81
United Arab Emirates, Irrigation water withdrawal, 10^9 m3/year, , 2.29
United Arab Emirates, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 1587.33
United Arab Emirates, Municipal water withdrawal, 10^9 m3/year, , 2.63
United Arab Emirates, Municipal water withdrawal as % of total withdrawal, %, E, 52.76
United Arab Emirates, Not treated municipal wastewater, 10^9 m3/year, I, 0.31
United Arab Emirates, Number of municipal wastewater treatment facilities, , I, 41
United Arab Emirates, Produced municipal wastewater, 10^9 m3/year, I, 0.5
United Arab Emirates, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 3631.1
United Arab Emirates, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 1.47
United Arab Emirates, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 88.69
United Arab Emirates, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 74.45
United Arab Emirates, SDG 6.4.2. Water Stress, %, E, 1587.33
United Arab Emirates, Total freshwater withdrawal, 10^9 m3/year, , 2.38
United Arab Emirates, Total water withdrawal, 10^9 m3/year, , 4.98
United Arab Emirates, Total water withdrawal per capita, m3/inhab/year, E, 503.65
United Arab Emirates, Treated municipal wastewater, 10^9 m3/year, , 0.77
United Arab Emirates, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.05
United Arab Emirates, Water withdrawal for aquaculture, 10^9 m3/year, I, 
United Arab Emirates, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 
United Arab Emirates, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, , 0.02
United Kingdom of Great Britain and Northern Ireland, Agricultural water withdrawal, 10^9 m3/year, I, 1.18
United Kingdom of Great Britain and Northern Ireland, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.8
United Kingdom of Great Britain and Northern Ireland, Agricultural water withdrawal as % of total water withdrawal, %, I, 14.05
United Kingdom of Great Britain and Northern Ireland, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 7.29
United Kingdom of Great Britain and Northern Ireland, Collected municipal wastewater, 10^9 m3/year, I, 4.05
United Kingdom of Great Britain and Northern Ireland, Desalinated water produced, 10^9 m3/year, I, 0.03
United Kingdom of Great Britain and Northern Ireland, Direct use of treated municipal wastewater, 10^9 m3/year, I, 0.16
United Kingdom of Great Britain and Northern Ireland, Environmental Flow Requirements, 10^9 m3/year, I, 88.35
United Kingdom of Great Britain and Northern Ireland, Fresh groundwater withdrawal, 10^9 m3/year, I, 2.04
United Kingdom of Great Britain and Northern Ireland, Fresh surface water withdrawal, 10^9 m3/year, I, 6.38
United Kingdom of Great Britain and Northern Ireland, Industrial water withdrawal, 10^9 m3/year, I, 1.01
United Kingdom of Great Britain and Northern Ireland, Industrial water withdrawal as % of total water withdrawal, %, I, 12
United Kingdom of Great Britain and Northern Ireland, Irrigation water requirement, 10^9 m3/year, I, 0.04
United Kingdom of Great Britain and Northern Ireland, Irrigation water withdrawal, 10^9 m3/year, I, 0.08
United Kingdom of Great Britain and Northern Ireland, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 5.73
United Kingdom of Great Britain and Northern Ireland, Municipal water withdrawal, 10^9 m3/year, I, 6.23
United Kingdom of Great Britain and Northern Ireland, Municipal water withdrawal as % of total withdrawal, %, I, 73.95
United Kingdom of Great Britain and Northern Ireland, Not treated municipal wastewater, 10^9 m3/year, I, 0.04
United Kingdom of Great Britain and Northern Ireland, Not treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 
United Kingdom of Great Britain and Northern Ireland, Number of municipal wastewater treatment facilities, , I, 8035
United Kingdom of Great Britain and Northern Ireland, Produced municipal wastewater, 10^9 m3/year, I, 4.09
United Kingdom of Great Britain and Northern Ireland, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 421.82
United Kingdom of Great Britain and Northern Ireland, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.7
United Kingdom of Great Britain and Northern Ireland, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 347.4
United Kingdom of Great Britain and Northern Ireland, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 307.62
United Kingdom of Great Britain and Northern Ireland, SDG 6.4.2. Water Stress, %, E, 14.35
United Kingdom of Great Britain and Northern Ireland, Total freshwater withdrawal, 10^9 m3/year, I, 8.42
United Kingdom of Great Britain and Northern Ireland, Total water withdrawal, 10^9 m3/year, I, 8.42
United Kingdom of Great Britain and Northern Ireland, Total water withdrawal per capita, m3/inhab/year, E, 124.03
United Kingdom of Great Britain and Northern Ireland, Treated municipal wastewater, 10^9 m3/year, I, 4.05
United Kingdom of Great Britain and Northern Ireland, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 3.64
United Kingdom of Great Britain and Northern Ireland, Water withdrawal for aquaculture, 10^9 m3/year, I, 0.72
United Kingdom of Great Britain and Northern Ireland, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 0.12
United Kingdom of Great Britain and Northern Ireland, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.03
United Republic of Tanzania, Agricultural water withdrawal, 10^9 m3/year, I, 4.63
United Republic of Tanzania, Agricultural water withdrawal as % of total renewable water resources, %, I, 4.81
United Republic of Tanzania, Agricultural water withdrawal as % of total water withdrawal, %, I, 89.35
United Republic of Tanzania, Collected municipal wastewater, 10^9 m3/year, I, 0.03
United Republic of Tanzania, Environmental Flow Requirements, 10^9 m3/year, I, 56.28
United Republic of Tanzania, Industrial water withdrawal, 10^9 m3/year, I, 0.03
United Republic of Tanzania, Industrial water withdrawal as % of total water withdrawal, %, I, 0.48
United Republic of Tanzania, Irrigation water requirement, 10^9 m3/year, I, 0.97
United Republic of Tanzania, Irrigation water withdrawal, 10^9 m3/year, I, 4.42
United Republic of Tanzania, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 5.38
United Republic of Tanzania, Municipal water withdrawal, 10^9 m3/year, I, 0.53
United Republic of Tanzania, Municipal water withdrawal as % of total withdrawal, %, I, 10.17
United Republic of Tanzania, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 775.41
United Republic of Tanzania, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.23
United Republic of Tanzania, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 48.06
United Republic of Tanzania, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 8.83
United Republic of Tanzania, SDG 6.4.2. Water Stress, %, E, 12.96
United Republic of Tanzania, Total freshwater withdrawal, 10^9 m3/year, I, 5.18
United Republic of Tanzania, Total water withdrawal, 10^9 m3/year, I, 5.18
United Republic of Tanzania, Total water withdrawal per capita, m3/inhab/year, E, 86.78
United Republic of Tanzania, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.21
United States of America, Agricultural water withdrawal, 10^9 m3/year, I, 176.2
United States of America, Agricultural water withdrawal as % of total renewable water resources, %, I, 5.74
United States of America, Agricultural water withdrawal as % of total water withdrawal, %, I, 39.66
United States of America, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 14.47
United States of America, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 63.99
United States of America, Collected municipal wastewater, 10^9 m3/year, I, 47.24
United States of America, Desalinated water produced, 10^9 m3/year, I, 0.58
United States of America, Direct use of treated municipal wastewater, 10^9 m3/year, I, 2.77
United States of America, Environmental Flow Requirements, 10^9 m3/year, I, 1491
United States of America, Fresh groundwater withdrawal, 10^9 m3/year, I, 111.31
United States of America, Fresh surface water withdrawal, 10^9 m3/year, I, 333.08
United States of America, Industrial water withdrawal, 10^9 m3/year, I, 209.7
United States of America, Industrial water withdrawal as % of total water withdrawal, %, I, 47.2
United States of America, Irrigation water requirement, 10^9 m3/year, I, 108.5
United States of America, Irrigation water withdrawal, 10^9 m3/year, I, 163
United States of America, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 14.48
United States of America, Municipal water withdrawal, 10^9 m3/year, I, 58.39
United States of America, Municipal water withdrawal as % of total withdrawal, %, I, 13.14
United States of America, Not treated municipal wastewater, 10^9 m3/year, I, 15.72
United States of America, Number of municipal wastewater treatment facilities, , I, 14581
United States of America, Produced municipal wastewater, 10^9 m3/year, I, 60.41
United States of America, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 14.72
United States of America, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.19
United States of America, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 274.03
United States of America, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 43.03
United States of America, SDG 6.4.2. Water Stress, %, E, 28.16
United States of America, Total freshwater withdrawal, 10^9 m3/year, E, 444.4
United States of America, Total water withdrawal, 10^9 m3/year, I, 444.29
United States of America, Total water withdrawal per capita, m3/inhab/year, E, 1342.26
United States of America, Treated municipal wastewater, 10^9 m3/year, I, 45.35
United States of America, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 41.92
United States of America, Water withdrawal for aquaculture, 10^9 m3/year, I, 2.76
United States of America, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 183.8
United States of America, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 10.43
Uruguay, Agricultural water withdrawal, 10^9 m3/year, I, 3.17
Uruguay, Agricultural water withdrawal as % of total renewable water resources, %, I, 1.84
Uruguay, Agricultural water withdrawal as % of total water withdrawal, %, I, 86.61
Uruguay, Environmental Flow Requirements, 10^9 m3/year, I, 134.8
Uruguay, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.14
Uruguay, Fresh surface water withdrawal, 10^9 m3/year, I, 3.52
Uruguay, Industrial water withdrawal, 10^9 m3/year, I, 0.08
Uruguay, Industrial water withdrawal as % of total water withdrawal, %, I, 2.19
Uruguay, Irrigation water requirement, 10^9 m3/year, I, 1.08
Uruguay, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 2.13
Uruguay, Municipal water withdrawal, 10^9 m3/year, I, 0.41
Uruguay, Municipal water withdrawal as % of total withdrawal, %, I, 11.2
Uruguay, Produced municipal wastewater, 10^9 m3/year, I, 0.12
Uruguay, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 108.85
Uruguay, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.23
Uruguay, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 90.79
Uruguay, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 12.75
Uruguay, SDG 6.4.2. Water Stress, %, E, 9.79
Uruguay, Total freshwater withdrawal, 10^9 m3/year, I, 3.66
Uruguay, Total water withdrawal, 10^9 m3/year, I, 3.66
Uruguay, Total water withdrawal per capita, m3/inhab/year, E, 1053.62
Uruguay, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.23
Uzbekistan, Agricultural water withdrawal, 10^9 m3/year, I, 54.36
Uzbekistan, Agricultural water withdrawal as % of total renewable water resources, %, I, 111.23
Uzbekistan, Agricultural water withdrawal as % of total water withdrawal, %, I, 92.29
Uzbekistan, Direct use of agricultural drainage water, 10^9 m3/year, I, 1.73
Uzbekistan, Environmental Flow Requirements, 10^9 m3/year, I, 14
